,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
166,20190226,20190226130002530,20190226130024631,20190226130024645,20190226130024645,2011,11,14058261,958,102,14057738,14058260,4.27,600,F,20190226130002530
167,20190226,20190226130002530,20190226130024631,20190226130024645,20190226130024645,2011,11,14058262,958,102,14050640,14058260,4.26,2800,F,20190226130002530
168,20190226,20190226130002530,20190226130024631,20190226130024645,20190226130024645,2011,11,14058263,958,102,14055121,14058260,4.26,16600,F,20190226130002530
169,20190226,20190226130002590,20190226130025005,20190226130025012,20190226130025013,2011,11,14060054,958,102,14055121,14060053,4.26,9500,F,20190226130002590
170,20190226,20190226130002630,20190226130025234,20190226130025242,20190226130025243,2011,11,14060935,958,102,0,9465021,0.0,2500,4,20190226130002630
171,20190226,20190226130002740,20190226130025690,20190226130025696,20190226130025697,2011,11,14062661,958,102,14062660,9239202,4.28,1000,F,20190226130002740
172,20190226,20190226130002830,20190226130026026,20190226130026036,20190226130026036,2011,11,14063995,958,102,14063994,9239202,4.28,2800,F,20190226130002830
173,20190226,20190226130002960,20190226130026649,20190226130026660,20190226130026661,2011,11,14066682,958,102,14066681,9239202,4.28,2200,F,20190226130002960
174,20190226,20190226130002970,20190226130026748,20190226130026755,20190226130026755,2011,11,14067025,958,102,14067024,9239202,4.28,2500,F,20190226130002970
175,20190226,20190226130003020,20190226130026910,20190226130026918,20190226130026918,2011,11,14067922,958,102,14067921,9239202,4.28,15000,F,20190226130003020
176,20190226,20190226130003100,20190226130027461,20190226130027476,20190226130027477,2011,11,14070382,958,102,0,13174853,0.0,1000,4,20190226130003100
177,20190226,20190226130003270,20190226130028321,20190226130028328,20190226130028328,2011,11,14073564,958,102,0,8507435,0.0,60000,4,20190226130003270
178,20190226,20190226130003280,20190226130028420,20190226130028428,20190226130028429,2011,11,14073881,958,102,10777263,0,0.0,3100,4,20190226130003280
179,20190226,20190226130003330,20190226130028682,20190226130028689,20190226130028690,2011,11,14074904,958,102,14060668,14074903,4.27,200,F,20190226130003330
180,20190226,20190226130003390,20190226130028901,20190226130028919,20190226130028921,2011,11,14076029,958,102,0,42874,0.0,1000,4,20190226130003390
181,20190226,20190226130003450,20190226130029125,20190226130029141,20190226130029142,2011,11,14077677,958,102,14060668,14077676,4.27,100,F,20190226130003450
182,20190226,20190226130003450,20190226130029126,20190226130029142,20190226130029143,2011,11,14077689,958,102,14077688,9239202,4.28,946,F,20190226130003450
